5.1.02.02.04.0341;Belanja Sewa Non Destructive Test (NDT) Device
5.1.02.02.04.0342;Belanja Sewa Peralatan Hidrologi
5.1.02.02.04.0343;Belanja Sewa Radiation Application and Non Destructive Testing Laboratory Lainnya
5.1.02.02.04.0344;Belanja Sewa Alat Laboratorium Kualitas Air dan Tanah
5.1.02.02.04.0345;Belanja Sewa Alat Laboratorium Kualitas Udara
5.1.02.02.04.0346;Belanja Sewa Alat Laboratorium Kebisingan dan Getaran
5.1.02.02.04.0347;Belanja Sewa Laboratorium Lingkungan
5.1.02.02.04.0348;Belanja Sewa Alat Laboratorium Penunjang
5.1.02.02.04.0349;Belanja Sewa Alat Laboratorium Lingkungan Hidup Lainnya
5.1.02.02.04.0350;Belanja Sewa Towing Carriage
5.1.02.02.04.0351;Belanja Sewa Wave Generator and Absorber
5.1.02.02.04.0352;Belanja Sewa Data Accquisition and Analyzing System
5.1.02.02.04.0353;Belanja Sewa Cavitation Tunnel
5.1.02.02.04.0354;Belanja Sewa Overhead Cranes
5.1.02.02.04.0355;Belanja Sewa Peralatan Umum
5.1.02.02.04.0356;Belanja Sewa Pemesinan:Model Ship Workshop
5.1.02.02.04.0357;Belanja Sewa Pemesinan:Propeller Model Workshop
5.1.02.02.04.0358;Belanja Sewa Pemesinan:Mechanical Workshop
5.1.02.02.04.0359;Belanja Sewa Pemesinan:Precision Mechanical Workshop
5.1.02.02.04.0360;Belanja Sewa Pemesinan:Painting Shop
5.1.02.02.04.0361;Belanja Sewa Pemesinan:Ship Model Preparation Shop
5.1.02.02.04.0362;Belanja Sewa Pemesinan:Electrical Workshop
5.1.02.02.04.0363;Belanja Sewa MOB
5.1.02.02.04.0364;Belanja Sewa Photo and Film Equipment
5.1.02.02.04.0365;Belanja Sewa Peralatan Laboratorium Hydrodinamica Lainnya
5.1.02.02.04.0366;Belanja Sewa Alat Laboratorium Kalibrasi Elektromedik dan Biomedik
5.1.02.02.04.0367;Belanja Sewa Alat Laboratorium Standar dan Kalibrator
5.1.02.02.04.0368;Belanja Sewa Alat Laboratorium Cahaya, Optik, dan Akustik
5.1.02.02.04.0369;Belanja Sewa Alat Laboratorium Listrik dan Mekanik
5.1.02.02.04.0370;Belanja Sewa Alat Laboratorium Tekanan dan Suhu
5.1.02.02.04.0371;Belanja Sewa Alat Laboratorium Standarisasi Kalibrasi dan Instrumentasi Lain
5.1.02.02.04.0372;Belanja Sewa Alat Laboratorium Natius
5.1.02.02.04.0373;Belanja Sewa Alat Laboratorium Elektronika dan Telekomunikasi Pelayaran
5.1.02.02.04.0374;Belanja Sewa Alat Laboratorium Sarana Bantu Navigasi Pelayaran
5.1.02.02.04.0375;Belanja Sewa Alat Laboratorium Uji Perangkat
5.1.02.02.04.0376;Belanja Sewa Alat Laboratorium Standarisasi Kalibrasi dan Instrumentasi Lainnya
5.1.02.02.04.0404;Belanja Sewa Komputer Jaringan
5.1.02.02.04.0405;Belanja Sewa Personal Computer
5.1.02.02.04.0406;Belanja Sewa Komputer Unit Lainnya
5.1.02.02.04.0407;Belanja Sewa Peralatan Mainframe
5.1.02.02.04.0408;Belanja Sewa Peralatan Mini Computer
5.1.02.02.04.0409;Belanja Sewa Peralatan Personal Computer
5.1.02.02.04.0410;Belanja Sewa Peralatan Jaringan
5.1.02.02.04.0411;Belanja Sewa Peralatan Komputer Lainnya
5.1.02.02.04.0412;Belanja Sewa Optik
5.1.02.02.04.0413;Belanja Sewa Ukur/Instrumen
5.1.02.02.04.0414;Belanja Sewa Alat Eksplorasi Topografi Lainnya
5.1.02.02.04.0415;Belanja Sewa Mekanik
5.1.02.02.04.0416;Belanja Sewa Elektronik/Electric
5.1.02.02.04.0417;Belanja Sewa Manual
5.1.02.02.04.0418;Belanja Sewa Alat Eksplorasi Geofisika Lainnya
5.1.02.02.04.0419;Belanja Sewa Bor Mesin Tumbuk
5.1.02.02.04.0420;Belanja Sewa Bor Mesin Putar
5.1.02.02.04.0421;Belanja Sewa Alat Pengeboran Mesin Lainnya
5.1.02.02.04.0422;Belanja Sewa Bangka
5.1.02.02.04.0423;Belanja Sewa Pantek
5.1.02.02.04.0424;Belanja Sewa Putar
5.1.02.02.04.0425;Belanja Sewa Peralatan Bantu
5.1.02.02.04.0426;Belanja Sewa Alat Pengeboran Non Mesin Lainnya
5.1.02.02.04.0427;Belanja Sewa Peralatan Sumur Minyak
5.1.02.02.04.0428;Belanja Sewa Sumur Pemboran
5.1.02.02.04.0429;Belanja Sewa Sumur Lainnya
5.1.02.02.04.0430;Belanja Sewa RIG
5.1.02.02.04.0431;Belanja Sewa Produksi Lainnya
5.1.02.02.04.0432;Belanja Sewa Alat Pengolahan Minyak
5.1.02.02.04.0433;Belanja Sewa Alat Pengolahan Air
5.1.02.02.04.0434;Belanja Sewa Alat Pengolahan Steam
5.1.02.02.04.0435;Belanja Sewa Alat Pengolahan Wax
5.1.02.02.04.0436;Belanja Sewa Pengolahan dan Pemurnian Lainnya
5.1.02.02.04.0437;Belanja Sewa Mekanik
5.1.02.02.04.0438;Belanja Sewa Elektrik
5.1.02.02.04.0439;Belanja Sewa Alat Bantu Ekplorasi Lainnya
5.1.02.02.04.0440;Belanja Sewa Perawatan Sumur
5.1.02.02.04.0441;Belanja Sewa Tes Unit
5.1.02.02.04.0442;Belanja Sewa Alat Bantu Produksi Lainnya
5.1.02.02.04.0443;Belanja Sewa Radiasi
5.1.02.02.04.0444;Belanja Sewa Suara
5.1.02.02.04.0445;Belanja Sewa Alat Deteksi Lainnya
5.1.02.02.04.0446;Belanja Sewa Baju Pengaman
5.1.02.02.04.0447;Belanja Sewa Masker
5.1.02.02.04.0448;Belanja Sewa Topi Kerja
5.1.02.02.04.0449;Belanja Sewa Sabuk Pengaman
5.1.02.02.04.0450;Belanja Sewa Sepatu Lapangan
5.1.02.02.04.0451;Belanja Sewa Alat Pelindung Lainnya
5.1.02.02.04.0452;Belanja Sewa Alat Penolong
5.1.02.02.04.0453;Belanja Sewa Alat Pendukung Pencarian
5.1.02.02.04.0454;Belanja Sewa Alat Kerja Bawah Air
5.1.02.02.04.0455;Belanja Sewa Alat SAR Lainnya
5.1.02.02.04.0456;Belanja Sewa Peralatan Fasilitas Komunikasi Penerbangan
5.1.02.02.04.0457;Belanja Sewa Peralatan Fasilitas Navigasi dan Pengamatan Penerbangan
5.1.02.02.04.0458;Belanja Sewa Peralatan Fasilitas Bantu Pendaratan
5.1.02.02.04.0459;Belanja Sewa Peralatan Fasilitas Bantu Pelayanan dan Pengamanan Bandar Udara
5.1.02.02.04.0460;Belanja Sewa Peralatan Fasilitas Listrik Bandar Udara
5.1.02.02.04.0461;Belanja Sewa Alat Ukur Peralatan Faslektrik
5.1.02.02.04.0462;Belanja Sewa Alat Kerja Penerbangan Lainnya
5.1.02.02.04.0463;Belanja Sewa Alat Peraga Pelatihan
5.1.02.02.04.0464;Belanja Sewa Alat Peraga Percontohan
5.1.02.02.04.0465;Belanja Sewa Alat Peraga Pelatihan dan Percontohan Lainnya
5.1.02.02.04.0466;Belanja Sewa Liquid-Liquid Contractor Equipment
5.1.02.02.04.0467;Belanja Sewa Solid-Solid Mixing Equipment
5.1.02.02.04.0468;Belanja Sewa Solid-Solid Screening Equipment
5.1.02.02.04.0469;Belanja Sewa Solid-Solid Classifier
5.1.02.02.04.0470;Belanja Sewa Solid-Liquid Mixing Equipment
5.1.02.02.04.0471;Belanja Sewa Solid Liquid Crystallization Equipment
5.1.02.02.04.0472;Belanja Sewa Ion Exchange Absortion Equipment
5.1.02.02.04.0473;Belanja Sewa Leaching Equipment
5.1.02.02.04.0474;Belanja Sewa Gravity Sedimentation Equipment
5.1.02.02.04.0475;Belanja Sewa Solid Liquid Filtering Equipment
5.1.02.02.04.0476;Belanja Sewa Centrifuge for Solid Liquid
5.1.02.02.04.0477;Belanja Sewa Liquid from Solid Expelling (Expressor)-Equipment
5.1.02.02.04.0478;Belanja Sewa Gas-Solid Drying Equipment
5.1.02.02.04.0479;Belanja Sewa Gas-Solid Fluidised Bed Equipment
5.1.02.02.04.0480;Belanja Sewa Gas-Solid Separation Equipment
5.1.02.02.04.0481;Belanja Sewa Gas-Liquid Distillation Equipment
5.1.02.02.04.0482;Belanja Sewa Gas-Liquid Separation Equipment
5.1.02.02.04.0483;Belanja Sewa Isotope Separation Equipment
5.1.02.02.04.0484;Belanja Sewa Transport and Storage Equipment for Liquid
5.1.02.02.04.0485;Belanja Sewa Solid Material Handling Equipment
5.1.02.02.04.0486;Belanja Sewa Size Reduction Size Balargement Equipment
5.1.02.02.04.0487;Belanja Sewa Heat Generating Equipment
5.1.02.02.04.0488;Belanja Sewa Heat Transfer Equipment
5.1.02.02.04.0489;Belanja Sewa Mechanical Process
5.1.02.02.04.0490;Belanja Sewa Chemical Reaction Equipment
5.1.02.02.04.0491;Belanja Sewa Unit Peralatan Proses/Produksi Lainnya
5.1.02.02.04.0492;Belanja Sewa Rambu Bersuar
5.1.02.02.04.0493;Belanja Sewa Rambu Tidak Bersuar
5.1.02.02.04.0494;Belanja Sewa Rambu-Rambu Lalu Lintas Darat Lainnya
5.1.02.02.04.0495;Belanja Sewa Runway/Threshold Light
5.1.02.02.04.0496;Belanja Sewa Visual Approach Slope Indicator (VASI)
5.1.02.02.04.0497;Belanja Sewa Approach Light
5.1.02.02.04.0498;Belanja Sewa Runway Identification Light (REILS)
5.1.02.02.04.0499;Belanja Sewa Signal
5.1.02.02.04.0500;Belanja Sewa Flood Lights
5.1.02.02.04.0501;Belanja Sewa Rambu-Rambu Lalu Lintas Udara Lainnya
5.1.02.02.04.0502;Belanja Sewa Rambu-Rambu Lalu Lintas Laut
5.1.02.02.04.0503;Belanja Sewa Rambu-Rambu Lalu Lintas Laut Lainnya
5.1.02.02.04.0504;Belanja Sewa Peralatan Olahraga Atletik
5.1.02.02.04.0505;Belanja Sewa Peralatan Permainan
5.1.02.02.04.0506;Belanja Sewa Peralatan Senam
5.1.02.02.04.0507;Belanja Sewa Peralatan Olahraga Air
5.1.02.02.04.0508;Belanja Sewa Peralatan Olahraga Udara
5.1.02.02.04.0509;Belanja Sewa Peralatan Olahraga Lainnya
5.1.02.02.05.0001;Belanja Sewa Bangunan Gedung Kantor
5.1.02.02.05.0002;Belanja Sewa Bangunan Gudang
5.1.02.02.05.0003;Belanja Sewa Bangunan Gedung untuk Bengkel/Hanggar
5.1.02.02.05.0004;Belanja Sewa Bangunan Gedung Instalasi
5.1.02.02.05.0005;Belanja Sewa Bangunan Gedung Laboratorium
5.1.02.02.05.0006;Belanja Sewa Bangunan Kesehatan
5.1.02.02.05.0007;Belanja Sewa Bangunan Oseanarium/Observatorium
5.1.02.02.05.0008;Belanja Sewa Bangunan Gedung Tempat Ibadah
5.1.02.02.05.0009;Belanja Sewa Bangunan Gedung Tempat Pertemuan
5.1.02.02.05.0010;Belanja Sewa Bangunan Gedung Tempat Pendidikan
5.1.02.02.05.0011;Belanja Sewa Bangunan Gedung Tempat Olahraga
5.1.02.02.05.0012;Belanja Sewa Bangunan Gedung Pertokoan/Koperasi/Pasar
5.1.02.02.05.0013;Belanja Sewa Bangunan Gedung untuk Pos Jaga
5.1.02.02.05.0014;Belanja Sewa Bangunan Gedung Garasi/Pool
5.1.02.02.05.0015;Belanja Sewa Bangunan Gedung Pemotong Hewan
5.1.02.02.05.0016;Belanja Sewa Bangunan Gedung Perpustakaan
5.1.02.02.05.0017;Belanja Sewa Bangunan Gedung Museum
5.1.02.02.05.0018;Belanja Sewa Bangunan Gedung Terminal/Pelabuhan/Bandara
5.1.02.02.05.0019;Belanja Sewa Bangunan Pengujian Kelaikan
5.1.02.02.05.0020;Belanja Sewa Bangunan Gedung Lembaga Pemasyarakatan
5.1.02.02.05.0021;Belanja Sewa Bangunan Rumah Tahanan
5.1.02.02.05.0022;Belanja Sewa Bangunan Gedung Krematorium
5.1.02.02.05.0023;Belanja Sewa Bangunan Pembakaran Bangkai Hewan
5.1.02.02.05.0024;Belanja Sewa Bangunan Tempat Persidangan
5.1.02.02.05.0025;Belanja Sewa Bangunan Terbuka
5.1.02.02.05.0026;Belanja Sewa Bangunan Penampung Sekam
5.1.02.02.05.0027;Belanja Sewa Bangunan Tempat Pelelangan Ikan (TPI)
5.1.02.02.05.0028;Belanja Sewa Bangunan Industri
5.1.02.02.05.0029;Belanja Sewa Bangunan Peternakan/Perikanan
5.1.02.02.05.0030;Belanja Sewa Bangunan Gedung Tempat Kerja Lainnya
5.1.02.02.05.0031;Belanja Sewa Bangunan Peralatan Geofisika
5.1.02.02.05.0032;Belanja Sewa Bangunan Fasilitas Umum
5.1.02.02.05.0033;Belanja Sewa Bangunan Parkir
5.1.02.02.05.0034;Belanja Sewa Bangunan Gedung Pabrik
5.1.02.02.05.0035;Belanja Sewa Bangunan Stasiun Bus
5.1.02.02.05.0036;Belanja Sewa Taman
5.1.02.02.05.0037;Belanja Sewa Bangunan Gedung Tempat Kerja Lainnya
5.1.02.02.05.0038;Belanja Sewa Rumah Negara Golongan I
5.1.02.02.05.0039;Belanja Sewa Rumah Negara Golongan II
5.1.02.02.05.0040;Belanja Sewa Rumah Negara Golongan III
5.1.02.02.05.0041;Belanja Sewa Mess/Wisma/Bungalow/Tempat Peristirahatan
5.1.02.02.05.0042;Belanja Sewa Asrama
5.1.02.02.05.0043;Belanja Sewa Hotel
5.1.02.02.05.0044;Belanja Sewa Motel
5.1.02.02.05.0045;Belanja Sewa Flat/Rumah Susun
5.1.02.02.05.0046;Belanja Sewa Rumah Negara dalam Proses Penggolongan
5.1.02.02.05.0047;Belanja Sewa Panti Asuhan
5.1.02.02.05.0048;Belanja Sewa Apartemen
5.1.02.02.05.0049;Belanja Sewa Rumah Tidak Bersusun
5.1.02.02.05.0050;Belanja Sewa Bangunan Gedung Tempat Tinggal Lainnya
5.1.02.02.05.0051;Belanja Sewa Candi
5.1.02.02.05.0052;Belanja Sewa Tugu
5.1.02.02.05.0053;Belanja Sewa Bangunan Peninggalan
5.1.02.02.05.0054;Belanja Sewa Candi/Tugu Peringatan/Prasasti Lainnya
5.1.02.02.05.0055;Belanja Sewa Bangunan Menara Perambuan Penerangan Pantai
5.1.02.02.05.0056;Belanja Sewa Bangunan Perambuan Penerangan Pantai
5.1.02.02.05.0057;Belanja Sewa Bangunan Menara Telekomunikasi
5.1.02.02.05.0058;Belanja Sewa Bangunan Menara Pengawas
5.1.02.02.05.0059;Belanja Sewa Bangunan Menara Perambuan Lainnya
5.1.02.02.05.0060;Belanja Sewa Tugu/Tanda Batas Administrasi
5.1.02.02.05.0061;Belanja Sewa Tugu/Tanda Jaring Kontrol Geodesi
5.1.02.02.05.0062;Belanja Sewa Pilar/Tugu/Tanda Lainnya
5.1.02.02.05.0063;Belanja Sewa Pagar
5.1.02.02.05.0064;Belanja Sewa Tugu/Tanda Batas Lainnya
5.1.02.02.06.0001;Belanja Sewa Jalan Nasional
5.1.02.02.06.0002;Belanja Sewa Jalan Provinsi
5.1.02.02.06.0003;Belanja Sewa Jalan Kabupaten
5.1.02.02.06.0004;Belanja Sewa Jalan Kota
5.1.02.02.06.0005;Belanja Sewa Jalan Desa
5.1.02.02.06.0006;Belanja Sewa Jalan Tol
5.1.02.02.06.0007;Belanja Sewa Jalan Kereta Api
5.1.02.02.06.0008;Belanja Sewa Landasan Pacu Pesawat Terbang
5.1.02.02.06.0009;Belanja Sewa Jalan Khusus
5.1.02.02.06.0010;Belanja Sewa Jalan Lainnya
5.1.02.02.06.0011;Belanja Sewa Jembatan pada Jalan Nasional
5.1.02.02.06.0012;Belanja Sewa Jembatan pada Jalan Provinsi
5.1.02.02.06.0013;Belanja Sewa Jembatan pada Jalan Kabupaten
5.1.02.02.06.0014;Belanja Sewa Jembatan pada Jalan Kota
5.1.02.02.06.0015;Belanja Sewa Jembatan pada Jalan Desa
5.1.02.02.06.0016;Belanja Sewa Jembatan pada Jalan Tol
5.1.02.02.06.0017;Belanja Sewa Jembatan pada Jalan Kereta Api
5.1.02.02.06.0018;Belanja Sewa Jembatan pada Landasan Pacu Pesawat Terbang
5.1.02.02.06.0019;Belanja Sewa Jembatan pada Jalan Khusus
5.1.02.02.06.0020;Belanja Sewa Jembatan Penyeberangan
5.1.02.02.06.0021;Belanja Sewa Jembatan Labuh/Sandar pada Terminal
5.1.02.02.06.0022;Belanja Sewa Jembatan Pengukur
5.1.02.02.06.0023;Belanja Sewa Jembatan Lainnya
5.1.02.02.06.0024;Belanja Sewa Bangunan Waduk Irigasi
5.1.02.02.06.0025;Belanja Sewa Bangunan Pengambilan Irigasi
5.1.02.02.06.0026;Belanja Sewa Bangunan Pembawa Irigasi
5.1.02.02.06.0027;Belanja Sewa Bangunan Pembuang Irigasi
5.1.02.02.06.0028;Belanja Sewa Bangunan Pengaman Irigasi
5.1.02.02.06.0029;Belanja Sewa Bangunan Pelengkap Irigasi
5.1.02.02.06.0030;Belanja Sewa Bangunan Sawah Irigasi
5.1.02.02.06.0031;Belanja Sewa Bangunan Air Irigasi Lainnya
5.1.02.02.06.0032;Belanja Sewa Bangunan Waduk Pasang Surut
5.1.02.02.06.0033;Belanja Sewa Bangunan Pengambilan Pasang Surut
5.1.02.02.06.0034;Belanja Sewa Bangunan Pembawa Pasang Surut
5.1.02.02.06.0035;Belanja Sewa Saluran Pembuang Pasang Surut
5.1.02.02.06.0036;Belanja Sewa Bangunan Pengaman Pasang Surut
5.1.02.02.06.0037;Belanja Sewa Bangunan Pelengkap Pasang Surut
5.1.02.02.06.0038;Belanja Sewa Bangunan Sawah Pasang Surut
5.1.02.02.06.0039;Belanja Sewa Bangunan Pengairan Pasang Surut Lainnya
5.1.02.02.06.0040;Belanja Sewa Bangunan Waduk Pengembangan Rawa
5.1.02.02.06.0041;Belanja Sewa Bangunan Pengambilan Pengembangan Rawa
5.1.02.02.06.0042;Belanja Sewa Bangunan Pembawa Pengembangan Rawa
5.1.02.02.06.0043;Belanja Sewa Bangunan Pembuang Pengembangan Rawa
5.1.02.02.06.0044;Belanja Sewa Bangunan Pengaman Pengembangan Rawa
5.1.02.02.06.0045;Belanja Sewa Bangunan Pelengkap Pengembangan Rawa
5.1.02.02.06.0046;Belanja Sewa Bangunan Sawah Pengembangan Rawa
5.1.02.02.06.0047;Belanja Sewa Bangunan Pengembangan Rawa dan Polder Lainnya
5.1.02.02.06.0048;Belanja Sewa Bangunan Pengaman Sungai/Pantai dan Penanggulangan Bencana Alam
5.1.02.02.06.0049;Belanja Sewa Bangunan Pengambilan Pengaman Sungai/Pantai
5.1.02.02.06.0050;Belanja Sewa Bangunan Pembawa Pengaman Sungai/Pantai
5.1.02.02.06.0051;Belanja Sewa Bangunan Pembuang Pengaman Sungai
5.1.02.02.06.0052;Belanja Sewa Bangunan Pengaman Pengamanan Sungai/Pantai
5.1.02.02.06.0053;Belanja Sewa Bangunan Pelengkap Pengaman Sungai
5.1.02.02.06.0054;Belanja Sewa Bangunan Pengaman Sungai/Pantai dan Penanggulangan Bencana Alam Lainnya
5.1.02.02.06.0055;Belanja Sewa Bangunan Waduk Pengembangan Sumber Air
5.1.02.02.06.0056;Belanja Sewa Bangunan Pengambilan Pengembangan Sumber Air
5.1.02.02.06.0057;Belanja Sewa Bangunan Pembawa Pengembangan Sumber Air
5.1.02.02.06.0058;Belanja Sewa Bangunan Pembuang Pengembangan Sumber Air
5.1.02.02.06.0059;Belanja Sewa Bangunan Pengaman Pengembangan Sumber Air
5.1.02.02.06.0060;Belanja Sewa Bangunan Pelengkap Pengembangan Sumber Air
5.1.02.02.06.0061;Belanja Sewa Bangunan Sawah Irigasi Air Tanah
5.1.02.02.06.0062;Belanja Sewa Bangunan Pengembangan Sumber Air dan Air Tanah Lainnya
5.1.02.02.06.0063;Belanja Sewa Bangunan Waduk Air Bersih/Air Baku
5.1.02.02.06.0064;Belanja Sewa Bangunan Pengambilan Air Bersih/Air Baku
5.1.02.02.06.0065;Belanja Sewa Bangunan Pembawa Air Bersih/Air Baku
5.1.02.02.06.0066;Belanja Sewa Bangunan Pembuang Air Bersih/Air Baku
5.1.02.02.06.0067;Belanja Sewa Bangunan Pelengkap Air Bersih/Air Baku
5.1.02.02.06.0068;Belanja Sewa Bangunan Air Bersih/Air Baku Lainnya
5.1.02.02.06.0069;Belanja Sewa Bangunan Pembawa Air Kotor
5.1.02.02.06.0070;Belanja Sewa Bangunan Waduk Air Kotor
5.1.02.02.06.0071;Belanja Sewa Bangunan Pembuang Air Kotor
5.1.02.02.06.0072;Belanja Sewa Bangunan Pengaman Air Kotor
5.1.02.02.06.0073;Belanja Sewa Bangunan Pelengkap Air Kotor
5.1.02.02.06.0074;Belanja Sewa Bangunan Air Kotor Lainnya
5.1.02.02.06.0075;Belanja Sewa Instalasi Air Permukaan
5.1.02.02.06.0076;Belanja Sewa Instalasi Air Sumber/Mata Air
5.1.02.02.06.0077;Belanja Sewa Instalasi Air Tanah Dalam
5.1.02.02.06.0078;Belanja Sewa Instalasi Air Tanah Dangkal
5.1.02.02.06.0079;Belanja Sewa Instalasi Air Bersih/Air Baku Lainnya
5.1.02.02.06.0080;Belanja Sewa Instalasi Air Buangan Domestik
5.1.02.02.06.0081;Belanja Sewa Instalasi Air Buangan Industri
5.1.02.02.06.0082;Belanja Sewa Instalasi Air Buangan Pertanian
5.1.02.02.06.0083;Belanja Sewa Instalasi Air Kotor Lainnya
5.1.02.02.06.0084;Belanja Sewa Instalasi Pengolahan Sampah Organik
5.1.02.02.06.0085;Belanja Sewa Instalasi Pengolahan Sampah Non Organik
5.1.02.02.06.0086;Belanja Sewa Bangunan Penampung Sampah
5.1.02.02.06.0087;Belanja Sewa Instalasi Pengolahan Sampah Lainnya
5.1.02.02.06.0088;Belanja Sewa Instalasi Pengolahan Bahan Bangunan Percontohan
5.1.02.02.06.0089;Belanja Sewa Instalasi Pengolahan Bahan Bangunan Perintis
5.1.02.02.06.0090;Belanja Sewa Instalasi Pengolahan Bahan Bangunan Terapan
5.1.02.02.06.0091;Belanja Sewa Instalasi Pengolahan Bahan Bangunan Lainnya
5.1.02.02.06.0092;Belanja Sewa Instalasi Pembangkit Listrik Tenaga Air (PLTA)
5.1.02.02.06.0093;Belanja Sewa Instalasi Pembangkit Listrik Tenaga Diesel (PLTD)
5.1.02.02.06.0094;Belanja Sewa Instalasi Pembangkit Listrik Tenaga Mikro Hidro (PLTM)
5.1.02.02.06.0095;Belanja Sewa Instalasi Pembangkit Listrik Tenaga Angin (PLTAN)
5.1.02.02.06.0096;Belanja Sewa Instalasi Pembangkit Listrik Tenaga Uap (PLTU)
5.1.02.02.06.0097;Belanja Sewa Instalasi Pembangkit Listrik Tenaga Nuklir (PLTN)
5.1.02.02.06.0098;Belanja Sewa Instalasi Pembangkit Listrik Tenaga Gas (PLTG)
5.1.02.02.06.0099;Belanja Sewa Instalasi Pembangkit Listrik Tenaga Panas Bumi (PLTP)
5.1.02.02.06.0100;Belanja Sewa Instalasi Pembangkit Listrik Tenaga Surya (PLTS)
5.1.02.02.06.0101;Belanja Sewa Instalasi Pembangkit Listrik Tenaga Biogas (PLTB)
5.1.02.02.06.0102;Belanja Sewa Instalasi Pembangkit Listrik Tenaga Samudera/Gelombang Samudera
5.1.02.02.06.0103;Belanja Sewa Instalasi Pembangkit Listrik Lainnya
5.1.02.02.06.0104;Belanja Sewa Instalasi Gardu Listrik Induk
5.1.02.02.06.0105;Belanja Sewa Instalasi Gardu Listrik Distribusi
5.1.02.02.06.0106;Belanja Sewa Instalasi Pusat Pengatur Listrik
5.1.02.02.06.0107;Belanja Sewa Instalasi Gardu Listrik Lainnya
5.1.02.02.06.0108;Belanja Sewa Instalasi Pertahanan di Darat
5.1.02.02.06.0109;Belanja Sewa Instalasi Pertahanan Lainnya
5.1.02.02.06.0110;Belanja Sewa Instalasi Gardu Gas
5.1.02.02.06.0111;Belanja Sewa Instalasi Jaringan Pipa Gas
5.1.02.02.06.0112;Belanja Sewa Instalasi Pengolahan Gas
5.1.02.02.06.0113;Belanja Sewa Instalasi Gas Lainnya
5.1.02.02.06.0114;Belanja Sewa Instalasi Pengaman Penangkal Petir
5.1.02.02.06.0115;Belanja Sewa Instalasi Reaktor Nuklir
5.1.02.02.06.0116;Belanja Sewa Instalasi Pengolahan Limbah Radioaktif
5.1.02.02.06.0117;Belanja Sewa Instalasi Pengaman Lainnya
5.1.02.02.06.0118;Belanja Sewa Instalasi Lain
5.1.02.02.06.0119;Belanja Sewa Jaringan Pembawa
5.1.02.02.06.0120;Belanja Sewa Jaringan Induk Distribusi
5.1.02.02.06.0121;Belanja Sewa Jaringan Cabang Distribusi
5.1.02.02.06.0122;Belanja Sewa Jaringan Sambungan ke Rumah
5.1.02.02.06.0123;Belanja Sewa Jaringan Air Minum Lainnya
5.1.02.02.06.0124;Belanja Sewa Jaringan Transmisi
5.1.02.02.06.0125;Belanja Sewa Jaringan Distribusi
5.1.02.02.06.0126;Belanja Sewa Jaringan Listrik Lainnya
5.1.02.02.06.0127;Belanja Sewa Jaringan Telepon di atas Tanah
5.1.02.02.06.0128;Belanja Sewa Jaringan Telepon di bawah Tanah
5.1.02.02.06.0129;Belanja Sewa Jaringan Telepon di dalam Air
5.1.02.02.06.0130;Belanja Sewa Jaringan dengan Media Udara
5.1.02.02.06.0131;Belanja Sewa Jaringan Telepon Lainnya
5.1.02.02.06.0132;Belanja Sewa Jaringan Pipa Gas Transmisi
5.1.02.02.06.0133;Belanja Sewa Jaringan Pipa Distribusi
5.1.02.02.06.0134;Belanja Sewa Jaringan Pipa Dinas
5.1.02.02.06.0135;Belanja Sewa Jaringan BBM
5.1.02.02.06.0136;Belanja Sewa Jaringan Gas Lainnya
5.1.02.02.07.0001;Belanja Sewa Buku Umum
5.1.02.02.07.0002;Belanja Sewa Buku Filsafat
5.1.02.02.07.0003;Belanja Sewa Buku Agama
5.1.02.02.07.0004;Belanja Sewa Buku Ilmu Sosial
5.1.02.02.07.0005;Belanja Sewa Buku Ilmu Bahasa
5.1.02.02.07.0006;Belanja Sewa Buku Matematika dan Pengetahuan Alam
5.1.02.02.07.0007;Belanja Sewa Buku Ilmu Pengetahuan Praktis
5.1.02.02.07.0008;Belanja Sewa Buku Arsitektur, Kesenian, dan Olahraga
5.1.02.02.07.0009;Belanja Sewa Buku Geografi, Biografi, dan Sejarah
5.1.02.02.07.0010;Belanja Sewa Serial
5.1.02.02.07.0011;Belanja Sewa Buku Laporan
5.1.02.02.07.0012;Belanja Sewa Bahan Perpustakaan Tercetak Lainnya
5.1.02.02.07.0013;Belanja Sewa Audio Visual
5.1.02.02.07.0014;Belanja Sewa Bentuk Mikro (Microform)
5.1.02.02.07.0015;Belanja Sewa Terekam dan Bentuk Mikro Lainnya
5.1.02.02.07.0016;Belanja Sewa Bahan Kartografi
5.1.02.02.07.0017;Belanja Sewa Naskah (Manuskrip)/Asli
5.1.02.02.07.0018;Belanja Sewa Lukisan dan Ukiran
5.1.02.02.07.0019;Belanja Sewa Kartografi, Naskah, Dan Lukisan Lainnya
5.1.02.02.07.0020;Belanja Sewa Karya Musik
5.1.02.02.07.0021;Belanja Sewa Musik Lainnya
5.1.02.02.07.0022;Belanja Sewa Karya Grafika (Graphic Material)
5.1.02.02.07.0023;Belanja Sewa Karya Grafika (Graphic Material) Lainnya
5.1.02.02.07.0024;Belanja Sewa Three Dimensional Artifacts snd Realita
5.1.02.02.07.0025;Belanja Sewa Three Dimensional Artifacts And Realita Lainnya
5.1.02.02.07.0026;Belanja Sewa Tarscalt
5.1.02.02.07.0027;Belanja Sewa Tarscalt Lainnya
5.1.02.02.07.0028;Belanja Sewa Alat Musik
5.1.02.02.07.0029;Belanja Sewa Lukisan
5.1.02.02.07.0030;Belanja Sewa Alat Peraga Kesenian
